,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020
Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,42.86000061,42.86000061,42.86000061,80,80,80,80,94.29000092,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,82.86000061,82.86000061,82.86000061,82.86000061,82.86000061,82.86000061,82.86000061,82.86000061,82.86000061,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939
Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,14.28999996,14.28999996,14.28999996,14.28999996,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,26.67000008,26.67000008,26.67000008,37.38000107,48.09999847,50.95000076,50.95000076,50.95000076,55.70999908,61.43000031,68.56999969,78.09999847,82.86000061,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756
Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,22.86000061,22.86000061,60.95000076,60.95000076,60.95000076,60.95000076,60.95000076,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,75.70999908,75.70999908,75.70999908,75.70999908,76.90000153,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,80.48000336,67.37999725,67.37999725,67.37999725,67.37999725,67.37999725,67.37999725,67.37999725,67.37999725
Indonesia,IDN,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,27.86000061,27.86000061,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,33.56999969,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,43.09999847,50.24000168,55,50.24000168,50.24000168,53.09999847,53.09999847,53.09999847,53.09999847,57.86000061,57.86000061,57.86000061,61.43000031,61.43000031,61.43000031,66.19000244,66.19000244,66.19000244,66.19000244,66.19000244,66.19000244,66.19000244,66.19000244,66.19000244,68.09999847,68.09999847,68.09999847,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,70.48000336,77.62000275,77.62000275,77.62000275,77.62000275,77.62000275,77.62000275,77.62000275,77.62000275,77.62000275,72.86000061,72.86000061,72.86000061,72.86000061,72.86000061,72.86000061,72.86000061,72.86000061,72.86000061
India,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,6.429999828,20.70999908,27.86000061,37.38000107,37.38000107,37.38000107,37.38000107,37.38000107,37.38000107,37.38000107,37.38000107,40.24000168,40.24000168,40.24000168,53.33000183,53.33000183,63.33000183,63.33000183,72.86000061,72.86000061,97.13999939,83.56999969,83.56999969,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183
Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,35.70999908,50,50,50,50,50,50,50,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,69.05000305,80.94999695,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,91.43000031,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061,87.86000061
Iran,IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,14.28999996,14.28999996,14.28999996,14.28999996,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,63.09999847,63.09999847,63.09999847,63.09999847,63.09999847,72.62000275,72.62000275,72.62000275,72.62000275,72.62000275,72.62000275,72.62000275,72.62000275,72.62000275,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,64.29000092,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336,65.48000336
Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,13.32999992,13.32999992,13.32999992,22.86000061,22.86000061,47.86000061,47.86000061,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,51.43000031,60.95000076,60.95000076,70.48000336,70.48000336,70.48000336,75.23999786,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,.,.,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786
Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,14.28999996,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31.43000031,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,55.70999908,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,.,.,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969
Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,18.10000038,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,37.13999939,40,54.29000092,54.29000092,65,74.51999664,84.05000305,84.05000305,84.05000305,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,92.37999725,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,85.23999786,85.23999786,88.80999756,88.80999756,85.23999786,85.23999786,85.23999786,81.66999817,81.66999817,81.66999817,81.66999817,81.66999817,81.66999817,81.66999817,81.66999817,81.66999817
Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,8.569999695,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,32.38000107,43.09999847,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,71.66999817,71.66999817,71.66999817,71.66999817,71.66999817,68.80999756,80,84.76000214,84.76000214,84.76000214,84.76000214,84.76000214,84.76000214,84.76000214,84.76000214,84.76000214,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,89.51999664,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,94.29000092,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786,65.23999786
Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.569999695,8.569999695,8.569999695,8.569999695,8.569999695,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,22.86000061,32.38000107,37.13999939,37.13999939,62.13999939,62.13999939,62.13999939,62.13999939,62.13999939,69.29000092,69.29000092,69.29000092,72.13999939,72.13999939,72.13999939,72.13999939,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,75.70999908,73.56999969,73.56999969,73.56999969,73.56999969,73.56999969,73.56999969,73.56999969,73.56999969,78.80999756,78.80999756,78.80999756,78.80999756,78.80999756,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725,82.37999725
Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,40,40,40,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,90,90,90,90,90,90,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,81.66999817,81.66999817,81.66999817,81.66999817,81.66999817,81.66999817
Japan,JPN,0,0,0,0,0,0,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,8.569999695,8.569999695,8.569999695,22.86000061,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,26.67000008,26.67000008,26.67000008,26.67000008,26.67000008,43.33000183,43.33000183,43.33000183,43.33000183,43.33000183,43.33000183,50.47999954,50.47999954,50.47999954,50.47999954,50.47999954,50.47999954,50.47999954,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,53.33000183,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,.,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863,56.18999863
Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,20,20,20,54.29000092,54.29000092,63.81000137,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,74.51999664,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786
Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,31.43000031,31.43000031,58.56999969,58.56999969,58.56999969,58.56999969,58.56999969,68.09999847,68.09999847,68.09999847,68.09999847,68.09999847,70.94999695,70.94999695,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,85.23999786,90,90,90,90,90,90,90,90,90,90,90,97.13999939,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,.,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969,93.56999969
Kyrgyz Republic,KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,5.710000038,20,20,20,20,34.29000092,40,40,44.75999832,44.75999832,44.75999832,44.75999832,44.75999832,59.04999924,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,71.66999817,71.66999817,.,.,.,.,.,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756
South Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,19.04999924,19.04999924,26.19000053,34.75999832,34.75999832,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,38.33000183,47.86000061,47.86000061,52.61999893,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,63.33000183,60.47999954,60.47999954,60.47999954,60.47999954,60.47999954,60.47999954,60.47999954,60.47999954,63.33000183,72.86000061,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,76.43000031,80,80,80,80,80,80,80,80,80,80,80,80,75.23999786,75.23999786,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107,57.38000107
Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,14.28999996,14.28999996,14.28999996,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,17.13999939,34.29000092,34.29000092,34.29000092,34.29000092,34.29000092,34.29000092,46.66999817,46.66999817,46.66999817,51.43000031,62.13999939,76.43000031,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,79.29000092,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,97.13999939,97.13999939
Laos,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67000008,16.67000008,16.67000008,16.67000008,22.37999916,22.37999916,33.09999847,33.09999847,36.66999817,36.66999817,36.66999817,36.66999817,36.66999817,36.66999817,36.66999817,39.52000046,39.52000046,39.52000046,39.52000046,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,97.13999939,63.81000137,63.81000137,63.81000137,63.81000137,63.81000137,63.81000137,63.81000137,63.81000137
Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,2.859999895,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,12.38000011,18.10000038,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,32.38000107,47.86000061,47.86000061,47.86000061,47.86000061,47.86000061,47.86000061,47.86000061,47.86000061,47.86000061,47.86000061,65,65,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,.,.,.,.,.,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756,88.80999756
