,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020,20may2020,21may2020,22may2020,23may2020,24may2020,25may2020,26may2020,27may2020,28may2020,29may2020,30may2020,31may2020,01jun2020,02jun2020,03jun2020,04jun2020,05jun2020,06jun2020,07jun2020,08jun2020,09jun2020,10jun2020,11jun2020,12jun2020
Burundi,BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,12.18000031,19.87000084,19.87000084,19.87000084,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,.,.
Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,15.38000011,15.38000011,15.38000011,15.38000011,23.07999992,23.07999992,23.07999992,25,25,38.45999908,33.33000183,33.33000183,33.33000183,37.18000031,37.18000031,37.18000031,35.90000153,55.13000107,55.13000107,55.13000107,55.13000107,70.51000214,70.51000214,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,78.84999847,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,71.79000092,71.79000092,71.79000092,57.04999924,57.04999924,57.04999924,57.04999924,.
Benin,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,17.30999947,19.87000084,19.87000084,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,29.48999977,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,59.29000092,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,56.40999985,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,.
Burkina Faso,BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,10.26000023,10.26000023,10.26000023,17.95000076,17.95000076,17.95000076,17.95000076,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,60.90000153,60.90000153,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,72.44000244,57.04999924,57.04999924,57.04999924,57.04999924,57.04999924,57.04999924,57.04999924,57.04999924,57.04999924,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,.
Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,5.769999981,5.769999981,9.619999886,9.619999886,9.619999886,9.619999886,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,16.03000069,16.03000069,16.03000069,16.03000069,16.03000069,16.03000069,16.03000069,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,32.04999924,32.04999924,32.04999924,65.37999725,65.37999725,69.23000336,69.23000336,69.23000336,69.23000336,69.87000275,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,73.08000183,73.08000183,73.08000183,73.08000183,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,79.48999786,81.41000366,81.41000366,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,78.84999847,78.84999847,78.84999847,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,14.73999977,14.73999977,14.73999977,17.30999947,17.30999947,17.30999947,21.14999962,21.14999962,37.81999969,37.81999969,37.81999969,37.81999969,41.66999817,51.27999878,51.27999878,51.27999878,53.20999908,53.20999908,53.20999908,53.20999908,53.20999908,53.20999908,53.20999908,53.20999908,53.20999908,58.97000122,58.97000122,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,66.66999817,66.66999817,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,64.73999786,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,58.97000122,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,.,.,.
Bahrain,BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,14.10000038,14.10000038,14.10000038,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,19.87000084,19.87000084,19.87000084,19.87000084,27.55999947,31.40999985,31.40999985,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,62.81999969,66.66999817,66.66999817,66.66999817,68.58999634,68.58999634,68.58999634,68.58999634,71.15000153,71.15000153,75,75,75,77.55999756,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,.
Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,12.81999969,12.81999969,12.81999969,12.81999969,12.81999969,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,38.77999878,46.47000122,46.47000122,46.47000122,46.47000122,46.47000122,50.31999969,63.77999878,68.58999634,68.58999634,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,71.15000153,71.15000153,71.15000153,69.87000275,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,60.25999832,60.25999832,56.40999985,56.40999985,56.40999985,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168,54.49000168
Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,21.14999962,21.14999962,21.14999962,21.14999962,21.14999962,21.14999962,21.14999962,21.14999962,21.14999962,21.14999962,21.14999962,25,25,25,25,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,.,.,.
Belize,BLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,9.619999886,9.619999886,11.53999996,11.53999996,13.46000004,30.77000046,30.77000046,30.77000046,30.77000046,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,58.33000183,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,75,75,75,75,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,.,.
Bermuda,BMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,31.40999985,43.59000015,43.59000015,43.59000015,43.59000015,43.59000015,49.36000061,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,68.58999634,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,75,75,75,75,75,75,75,75,75,75,.,.,.,.,.
Bolivia,BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,21.14999962,28.85000038,30.77000046,30.77000046,36.54000092,47.43999863,51.91999817,50,50,57.68999863,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,77.55999756,.,.,.,.
Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,22.44000053,28.85000038,31.72999954,31.72999954,31.72999954,46.47000122,48.40000153,52.24000168,52.24000168,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,63.77999878,63.77999878,63.77999878,63.77999878,63.77999878,63.77999878,63.77999878,63.77999878,63.77999878,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,68.91000366,68.91000366,68.91000366,68.91000366,68.91000366,68.91000366,68.91000366,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,66.34999847,.,.,.,.,.
Barbados,BRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,29.48999977,29.48999977,37.18000031,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,60.90000153,60.90000153,60.90000153,60.90000153,66.66999817,66.66999817,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,.,.,.,.
Brunei,BRN,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,22.44000053,22.44000053,30.12999916,30.12999916,43.59000015,43.59000015,43.59000015,43.59000015,43.59000015,43.59000015,43.59000015,43.59000015,43.59000015,43.59000015,43.59000015,45.50999832,45.50999832,45.50999832,45.50999832,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,44.86999893,.,.
