,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020
Russia,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,16.27000046,16.27000046,16.27000046,16.27000046,16.27000046,26.20000076,26.20000076,26.20000076,26.20000076,26.20000076,26.20000076,43.93000031,47.09999847,47.09999847,47.09999847,47.09999847,52.38999939,52.38999939,55.56000137,55.56000137,61.38000107,61.38000107,61.38000107,61.38000107,61.38000107,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,84.38999939,84.38999939,84.38999939,84.38999939,84.38999939,84.38999939,84.38999939,84.38999939,84.38999939
Rwanda,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,43,43,43,43,43,43,48.81999969,48.81999969,59.93000031,59.93000031,59.93000031,59.93000031,59.93000031,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,73.80999756,73.80999756,73.80999756,73.80999756,73.80999756,73.80999756,.,.,.,.,73.80999756,73.80999756,73.80999756,73.80999756,.,.
Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,19.04999924,30.15999985,30.15999985,30.15999985,30.15999985,41.27000046,41.27000046,52.38000107,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,81.08999634,81.08999634,89.55000305,89.55000305,92.72000122,92.72000122,92.72000122,92.72000122,92.72000122,92.72000122,92.72000122,92.72000122,92.72000122,92.72000122,92.72000122,92.72000122,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,94.18000031,94.18000031,94.18000031,94.18000031,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,.
Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,11.10999966,48.27999878,48.27999878,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,72.34999847,72.34999847,72.34999847,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,86.37999725,86.37999725,86.37999725,86.37999725,.,.,86.37999725,86.37999725,86.37999725,86.37999725,.,.
Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.36000061,32.13999939,43.25,43.25,48.81000137,48.81000137,51.59000015,51.59000015,51.59000015,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076
Singapore,SGP,0,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,39.68000031,39.68000031,39.68000031,39.68000031,39.68000031,39.68000031,39.68000031,52.63999939,52.63999939,52.63999939,52.63999939,63.75,83.45999908,83.45999908,80.69000244,80.69000244,80.69000244,80.69000244,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,85.18000031,85.18000031,85.18000031,85.18000031,85.18000031,85.18000031,.,.
Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,19.44000053,19.44000053,19.44000053,19.44000053,27.37999916,27.37999916,27.37999916,27.37999916,38.5,38.5,38.5,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,49.61000061,46.95999908,46.95999908,46.95999908,46.95999908,46.95999908,46.95999908,46.95999908,46.95999908,46.95999908,46.95999908,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,41.13999939,.,.,.,.
Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.130000114,9.130000114,9.130000114,9.130000114,16.27000046,24.60000038,35.70999908,42.84999847,42.84999847,42.84999847,42.84999847,42.84999847,45.63000107,45.63000107,45.63000107,56.74000168,56.74000168,56.74000168,56.74000168,56.74000168,90.08000183,90.08000183,90.08000183,84.77999878,84.77999878,84.77999878,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,96.02999878,96.02999878,96.02999878,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939,77.63999939
El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,44.84000015,47.61999893,47.61999893,47.61999893,47.61999893,56.08000183,56.08000183,71.16000366,71.16000366,71.16000366,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,96.02999878,100,100,100,100,100,100,100,100,100,100,100,100,100
San Marino,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559999943,5.559999943,16.67000008,16.67000008,16.67000008,16.67000008,27.78000069,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,85.44000244,88.08999634,88.08999634,88.08999634,88.08999634,88.08999634,88.08999634,88.08999634,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,88.08999634,88.08999634,82.52999878,82.52999878,82.52999878,71.41999817,71.41999817,71.41999817,71.41999817,71.41999817,71.41999817,71.41999817,71.41999817,71.41999817,71.41999817,71.41999817,.
Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.329999924,8.329999924,8.329999924,8.329999924,11.10999966,42.45999908,42.45999908,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,59.38999939,.,.,.,59.38999939,59.38999939,59.38999939,59.38999939,.,.
Serbia,SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,26.59000015,26.59000015,26.59000015,26.59000015,50.13000107,69.83999634,69.83999634,83.59999847,83.59999847,83.59999847,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,56.86999893,56.86999893,.
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,8.329999924,8.329999924,8.329999924,41.66999817,41.66999817,41.66999817,41.66999817,52.77999878,52.77999878,52.77999878,52.77999878,61.36999893,74.33000183,74.33000183,74.33000183,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,79.62999725,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,97.34999847,94.70999908,94.70999908,94.70999908,94.70999908,94.70999908,94.70999908,94.70999908,94.70999908,94.70999908,94.70999908,94.70999908,.
Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,33.33000183,33.33000183,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,71.95999908,71.95999908,71.95999908,71.95999908,71.95999908,71.95999908,71.95999908,71.95999908,71.95999908,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,81.08999634,69.97000122,.,.,.,69.97000122,69.97000122,69.97000122,69.97000122,.,.
Slovak Republic,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,11.10999966,11.10999966,18.25,18.25,18.25,23.80999947,35.72000122,35.72000122,50.65999985,64.68000031,71.81999969,71.81999969,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,78.95999908,.
Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,18.25,18.25,18.25,26.59000015,26.59000015,26.59000015,26.59000015,32.40000153,32.40000153,54.63000107,54.63000107,54.63000107,69.70999908,80.81999969,80.81999969,80.81999969,80.81999969,80.81999969,80.81999969,80.81999969,80.81999969,80.81999969,80.81999969,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,.,.,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878,89.27999878
Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,18.25,18.25,18.25,18.25,18.25,18.25,24.06999969,32.40000153,32.40000153,32.40000153,32.40000153,32.40000153,32.40000153,32.40000153,32.40000153,32.40000153,32.40000153,32.40000153,38.22000122,38.22000122,38.22000122,38.22000122,38.22000122,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,45.36000061,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847,47.34999847
Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,18.25,18.25,18.25,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,.
Seychelles,SYC,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,3.170000076,14.27999973,14.27999973,14.27999973,14.27999973,14.27999973,14.27999973,14.27999973,14.27999973,14.27999973,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,19.84000015,22.62000084,22.62000084,22.62000084,22.62000084,22.62000084,29.76000023,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,37.70000076,41.66999817,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,86.63999939,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,74.33000183,.,.,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,.
Syria,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,25.26000023,36.36999893,43.50999832,52.63999939,52.63999939,52.63999939,52.63999939,59.77999878,59.77999878,69.05000305,80.16000366,80.16000366,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,83.08000183,83.08000183,83.08000183,83.08000183,83.08000183,83.08000183,80.43000031,80.43000031,80.43000031,80.43000031,80.43000031,80.43000031,80.43000031,80.43000031,80.43000031,80.43000031,80.43000031,80.43000031,.,.,.,.,.,.,.,.,.,80.43000031,80.43000031,80.43000031,80.43000031,.,.
